Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
12.0,12.7,45.0,1.3,321.0,1.0,2.63,0.0,0.0,Spring,No Holiday,Yes,626
1.0,6.6,66.0,1.0,,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,324
19.0,18.9,78.0,2.2,2000.0,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1272
13.0,7.4,22.0,4.5,1964.0,-12.9,2.98,0.0,0.0,Spring,No Holiday,Yes,852
13.0,3.2,42.0,1.8,1349.0,-8.5,1.08,0.0,,Winter,No Holiday,Yes,285
14.0,29.3,41.0,1.9,1928.0,14.6,3.0,0.0,0.0,Summer,No Holiday,Yes,987
5.0,10.2,70.0,1.5,1519.0,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,202
13.0,20.9,33.0,3.9,1853.0,4.0,3.52,0.0,0.0,Spring,No Holiday,Yes,1167
9.0,27.0,70.0,1.1,1393.0,21.0,1.15,0.0,0.0,Summer,No Holiday,Yes,909
9.0,3.5,60.0,1.3,1969.0,-3.5,0.71,0.0,0.0,Spring,No Holiday,Yes,570
17.0,26.9,60.0,2.8,,18.4,0.77,0.0,0.0,Summer,No Holiday,Yes,1797
1.0,10.6,60.0,0.5,1642.0,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,622
19.0,25.3,71.0,3.3,2000.0,19.6,0.05,0.0,0.0,Autumn,No Holiday,Yes,1990
20.0,17.6,77.0,1.2,2000.0,13.5,0.01,0.0,0.0,Spring,No Holiday,Yes,1526
23.0,-2.6,69.0,2.0,1434.0,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,178
7.0,-6.5,57.0,0.8,1776.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,387
21.0,-9.4,47.0,2.0,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,214
14.0,33.0,53.0,1.7,1357.0,22.1,1.73,0.0,0.0,Summer,No Holiday,Yes,754
2.0,20.9,87.0,1.8,222.0,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1254
22.0,12.7,55.0,2.0,1775.0,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1256
10.0,4.7,47.0,1.2,1788.0,-5.6,1.22,0.0,0.0,Autumn,No Holiday,Yes,733
6.0,0.0,33.0,0.4,2000.0,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,165
3.0,15.3,69.0,0.5,1103.0,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,419
18.0,3.9,56.0,4.0,1004.0,-4.0,0.18,0.0,0.0,Winter,No Holiday,Yes,730
23.0,20.9,53.0,1.8,2000.0,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1240
7.0,21.9,95.0,1.3,424.0,21.0,0.02,0.0,0.0,,No Holiday,Yes,258
0.0,14.4,82.0,4.6,1041.0,11.3,0.0,0.0,0.0,Spring,No Holiday,No,0
20.0,-0.3,40.0,1.2,1936.0,-12.2,0.0,0.0,0.0,Winter,Holiday,Yes,206
22.0,22.4,95.0,4.1,222.0,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes,443
16.0,-5.4,25.0,,1985.0,-22.3,1.44,0.0,0.0,Winter,No Holiday,Yes,199
4.0,8.3,,1.1,1007.0,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,125
2.0,-6.0,39.0,1.0,2000.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,173
0.0,22.7,36.0,1.5,2000.0,6.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1322
18.0,-0.8,24.0,2.3,2000.0,-18.9,0.01,0.0,0.0,Winter,No Holiday,Yes,675
0.0,27.5,73.0,1.1,1834.0,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1132
2.0,0.5,63.0,,691.0,-5.7,0.0,,0.0,Winter,No Holiday,Yes,210
11.0,31.7,58.0,1.1,1584.0,22.4,1.27,,0.0,Summer,No Holiday,Yes,677
21.0,22.2,57.0,1.2,2000.0,13.2,0.0,0.0,0.0,Autumn,,Yes,1820
,34.6,55.0,2.5,1650.0,24.2,2.01,0.0,0.0,Summer,No Holiday,Yes,752
3.0,,80.0,1.4,1617.0,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,334
19.0,15.0,67.0,2.6,452.0,8.9,0.07,0.0,0.0,Spring,No Holiday,Yes,1020
2.0,12.1,53.0,1.1,1948.0,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,508
14.0,24.3,58.0,2.9,1211.0,15.5,2.92,0.0,0.0,Spring,No Holiday,Yes,1119
12.0,18.2,37.0,1.4,1861.0,3.2,2.25,0.0,0.0,Autumn,No Holiday,Yes,1188
19.0,1.3,65.0,1.1,1122.0,-4.5,0.0,0.0,2.7,Winter,No Holiday,Yes,198
7.0,30.8,58.0,1.6,1777.0,21.5,0.22,0.0,0.0,Summer,No Holiday,Yes,937
4.0,19.8,60.0,1.9,1364.0,11.8,0.0,0.0,0.0,Spring,No Holiday,Yes,204
3.0,22.4,86.0,0.6,618.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,344
16.0,24.7,47.0,3.0,1594.0,12.6,2.44,0.0,0.0,Spring,No Holiday,Yes,1571
4.0,-5.8,32.0,1.6,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,50
11.0,18.9,91.0,1.8,1938.0,17.3,0.64,0.5,0.0,Autumn,No Holiday,Yes,98
22.0,0.0,63.0,,968.0,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes,285
0.0,9.0,46.0,1.2,1259.0,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,485
15.0,27.6,37.0,1.9,2000.0,11.5,2.58,0.0,0.0,Summer,No Holiday,Yes,1693
16.0,27.8,42.0,1.7,1974.0,13.7,1.98,0.0,0.0,Autumn,No Holiday,Yes,1494
1.0,3.2,54.0,1.2,1968.0,-5.2,0.0,0.0,,Autumn,No Holiday,Yes,443
13.0,26.2,51.0,3.2,1078.0,15.2,3.36,0.0,0.0,Summer,No Holiday,Yes,1184
22.0,0.8,77.0,1.4,293.0,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,294
11.0,14.9,44.0,4.0,1468.0,2.7,2.75,0.0,0.0,Spring,No Holiday,No,0
15.0,-6.5,26.0,2.4,1987.0,,0.96,0.0,0.0,Winter,No Holiday,Yes,177
9.0,24.1,69.0,0.9,1662.0,18.0,0.76,0.0,0.0,Summer,No Holiday,Yes,1049
1.0,26.6,80.0,0.0,1485.0,22.8,,0.0,0.0,,No Holiday,Yes,787
4.0,22.7,97.0,0.2,1808.0,22.1,0.0,0.0,0.0,Summer,No Holiday,Yes,149
22.0,22.0,64.0,1.8,1211.0,14.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2000
20.0,-1.4,47.0,2.5,1620.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,390
4.0,20.0,63.0,1.8,2000.0,12.7,0.0,,0.0,Summer,No Holiday,Yes,331
10.0,-12.3,35.0,0.6,1497.0,-24.6,0.6,0.0,0.3,Winter,No Holiday,Yes,96
,-8.6,45.0,3.9,2000.0,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,371
3.0,2.7,55.0,1.5,1989.0,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,92
18.0,21.9,97.0,1.8,757.0,21.3,0.02,13.0,0.0,Autumn,No Holiday,Yes,113
17.0,18.1,30.0,4.6,1925.0,0.2,1.86,0.0,0.0,Spring,No Holiday,Yes,1857
16.0,17.1,97.0,1.7,382.0,16.6,0.15,6.0,0.0,,No Holiday,Yes,28
20.0,12.8,56.0,2.0,2000.0,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,1374
11.0,13.8,47.0,1.2,994.0,2.6,1.71,0.0,0.0,Autumn,No Holiday,Yes,829
19.0,,47.0,2.5,1269.0,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,507
11.0,13.0,55.0,1.0,488.0,4.1,0.84,0.0,0.0,Autumn,No Holiday,No,0
3.0,11.9,71.0,0.7,853.0,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,221
0.0,-11.0,51.0,1.1,2000.0,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,133
17.0,19.4,63.0,2.6,1099.0,12.1,1.61,0.0,0.0,Spring,No Holiday,Yes,2410
4.0,11.4,60.0,0.8,932.0,3.8,0.0,0.0,0.0,Spring,No Holiday,,134
1.0,-8.4,40.0,1.6,2000.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,146
5.0,14.2,85.0,0.5,1412.0,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,170
15.0,6.7,63.0,4.5,715.0,,0.35,0.0,1.0,Winter,No Holiday,Yes,180
8.0,3.0,94.0,0.3,444.0,2.1,0.01,0.0,0.0,Spring,No Holiday,Yes,88
2.0,19.0,56.0,0.9,2000.0,10.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,462
5.0,-1.2,81.0,0.8,258.0,-4.0,0.0,0.0,,Winter,No Holiday,Yes,52
,19.3,55.0,0.5,2000.0,10.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1501
0.0,20.1,,1.1,1698.0,12.8,0.0,0.0,0.0,Summer,No Holiday,Yes,963
22.0,4.0,57.0,,430.0,-3.7,0.0,0.0,0.0,Winter,,Yes,321
15.0,9.6,,1.6,,-5.5,0.73,0.0,0.0,Autumn,No Holiday,Yes,1047
1.0,17.5,78.0,0.6,277.0,13.6,0.0,0.0,0.0,Spring,,Yes,563
19.0,4.2,34.0,2.6,1894.0,-10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1003
15.0,28.7,42.0,1.3,2000.0,14.5,2.98,0.0,0.0,Summer,No Holiday,Yes,1579
7.0,,78.0,1.1,535.0,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,208
10.0,7.5,53.0,0.8,909.0,-1.4,1.0,0.0,0.0,Autumn,No Holiday,Yes,651
14.0,-0.1,15.0,4.0,2000.0,-23.7,2.39,0.0,0.0,Winter,Holiday,Yes,258
15.0,24.7,44.0,4.2,2000.0,11.6,1.92,0.0,0.0,Autumn,No Holiday,Yes,1391
6.0,-11.2,53.0,0.9,2000.0,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,94
17.0,,43.0,1.4,2000.0,-2.0,1.12,0.0,0.0,Spring,No Holiday,Yes,865
9.0,4.6,60.0,0.8,967.0,-2.5,0.46,0.0,0.0,Autumn,No Holiday,Yes,889
,8.7,44.0,1.6,1684.0,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,260
20.0,22.8,55.0,1.3,2000.0,13.2,0.01,0.0,0.0,Summer,No Holiday,Yes,2300
13.0,16.9,95.0,1.6,325.0,16.0,0.48,4.0,0.0,Autumn,No Holiday,Yes,22
7.0,5.5,59.0,2.8,448.0,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,426
0.0,12.0,76.0,0.8,,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes,400
14.0,7.1,52.0,2.1,646.0,-2.1,0.76,0.0,0.0,,No Holiday,Yes,306
23.0,30.7,55.0,1.5,2000.0,20.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1076
4.0,0.5,39.0,,2000.0,-11.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,121
4.0,6.7,,1.2,580.0,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,97
4.0,-6.6,,2.2,2000.0,-10.8,0.0,0.0,0.8,Winter,No Holiday,,31
19.0,15.3,53.0,,2000.0,5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1769
11.0,-3.7,39.0,1.4,1595.0,-15.6,0.93,0.0,0.0,Winter,No Holiday,Yes,310
16.0,24.6,29.0,4.0,1988.0,5.3,1.73,0.0,,Autumn,Holiday,Yes,1502
22.0,21.2,81.0,1.0,1808.0,17.8,0.0,1.3,0.0,Summer,No Holiday,Yes,764
14.0,33.4,52.0,2.7,685.0,22.1,2.67,0.0,0.0,Summer,No Holiday,Yes,741
0.0,29.9,56.0,2.0,2000.0,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,997
9.0,23.5,51.0,1.4,1169.0,12.7,1.82,0.0,0.0,Summer,No Holiday,Yes,1344
9.0,-7.6,31.0,1.3,1974.0,-21.8,0.21,0.0,0.0,Winter,No Holiday,Yes,462
23.0,13.4,81.0,2.6,958.0,10.1,0.0,0.0,0.0,Spring,No Holiday,,572
15.0,-8.3,42.0,3.8,1745.0,-18.9,0.93,0.0,0.0,Winter,No Holiday,Yes,181
12.0,33.4,54.0,2.6,1648.0,22.8,2.09,0.0,0.0,Summer,No Holiday,Yes,724
0.0,20.2,66.0,1.5,2000.0,13.6,,0.0,0.0,Summer,No Holiday,Yes,483
13.0,31.4,53.0,3.2,1695.0,20.6,3.28,0.0,0.0,Summer,No Holiday,Yes,810
20.0,13.2,73.0,1.1,246.0,8.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
13.0,6.1,22.0,2.4,1710.0,-14.0,2.5,0.0,0.0,Winter,No Holiday,Yes,482
6.0,25.3,73.0,0.6,1979.0,20.1,0.02,0.0,0.0,Summer,No Holiday,Yes,286
8.0,5.0,79.0,1.1,203.0,1.6,0.23,,0.0,Spring,No Holiday,Yes,225
15.0,21.0,67.0,4.1,2000.0,14.6,2.05,0.0,0.0,Autumn,No Holiday,Yes,1236
19.0,2.3,89.0,0.6,96.0,0.6,0.0,0.0,0.0,,No Holiday,Yes,40
19.0,31.6,58.0,2.3,1556.0,22.3,0.56,0.0,0.0,Summer,No Holiday,Yes,2245
18.0,-7.6,29.0,3.5,2000.0,-22.6,0.16,0.0,0.0,Winter,No Holiday,Yes,388
5.0,2.6,82.0,2.0,229.0,-0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,68
1.0,26.9,84.0,0.2,1061.0,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,708
9.0,2.5,67.0,1.3,1472.0,-3.0,1.11,0.0,0.0,Spring,No Holiday,Yes,653
12.0,28.2,34.0,2.6,1867.0,10.8,3.26,0.0,0.0,Summer,No Holiday,Yes,1076
20.0,-3.9,78.0,1.1,596.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,158
7.0,6.4,84.0,1.3,369.0,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,228
10.0,-6.7,23.0,2.4,1938.0,-24.4,1.25,0.0,0.0,Winter,No Holiday,Yes,161
0.0,-14.6,34.0,3.9,2000.0,-27.0,0.0,0.0,0.9,Winter,No Holiday,Yes,90
11.0,24.2,41.0,1.5,1818.0,10.1,2.62,0.0,0.0,Autumn,No Holiday,Yes,1179
18.0,16.0,33.0,2.9,1138.0,-0.2,0.6,0.0,0.0,Spring,No Holiday,Yes,1477
6.0,30.4,54.0,1.3,2000.0,20.0,0.01,0.0,0.0,Summer,No Holiday,Yes,578
17.0,26.5,76.0,1.0,1400.0,21.9,0.36,0.0,0.0,Summer,No Holiday,Yes,1603
20.0,5.2,87.0,1.4,253.0,3.2,,0.0,0.0,Winter,No Holiday,Yes,397
23.0,25.6,75.0,0.1,1892.0,20.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1277
2.0,3.7,82.0,1.6,229.0,0.9,0.0,0.0,0.0,Winter,No Holiday,Yes,197
7.0,10.5,70.0,1.1,483.0,5.2,0.04,0.0,0.0,Spring,No Holiday,Yes,747
11.0,33.9,46.0,1.6,1387.0,20.6,2.15,0.0,0.0,Summer,No Holiday,Yes,620
23.0,6.0,79.0,2.0,918.0,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,48
4.0,-9.0,54.0,0.6,1833.0,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes,46
7.0,28.3,55.0,1.1,2000.0,18.3,0.03,0.0,0.0,Summer,No Holiday,Yes,720
0.0,16.1,80.0,1.9,605.0,12.6,0.0,0.0,0.0,Spring,No Holiday,Yes,468
12.0,-6.0,38.0,3.4,1930.0,-18.0,2.04,0.0,0.0,Winter,No Holiday,Yes,192
13.0,19.2,17.0,2.2,1448.0,-6.4,2.89,0.0,0.0,Spring,No Holiday,Yes,930
4.0,6.1,72.0,0.5,1052.0,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,154
15.0,-5.3,33.0,4.8,2000.0,-19.0,0.99,0.0,0.3,Winter,No Holiday,Yes,193
12.0,19.4,41.0,3.1,1956.0,5.7,2.67,0.0,0.0,Autumn,No Holiday,No,0
19.0,11.0,62.0,2.1,1661.0,3.9,0.19,0.0,0.0,Spring,No Holiday,Yes,317
4.0,2.8,89.0,1.5,130.0,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,41
9.0,1.8,37.0,0.9,1310.0,-11.3,0.31,0.0,0.0,Autumn,No Holiday,Yes,825
5.0,,80.0,0.9,974.0,8.1,0.0,0.0,0.0,Spring,No Holiday,No,0
0.0,-10.4,49.0,2.4,2000.0,-19.0,0.0,0.0,0.0,Winter,No Holiday,,98
20.0,31.0,68.0,1.4,1162.0,24.3,0.05,0.0,0.0,Summer,No Holiday,Yes,1790
,19.8,,1.4,943.0,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes,799
3.0,-4.5,26.0,0.0,2000.0,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,56
3.0,10.8,59.0,0.5,2000.0,3.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,192
17.0,9.6,38.0,3.2,1606.0,-4.0,1.35,0.0,0.0,Spring,No Holiday,Yes,999
2.0,9.0,63.0,2.1,2000.0,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,220
7.0,22.1,74.0,0.3,830.0,17.2,0.37,0.0,0.0,Summer,No Holiday,Yes,1620
2.0,11.8,84.0,1.6,1874.0,9.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,122
16.0,30.4,53.0,2.0,1990.0,19.7,1.82,0.0,0.0,Summer,No Holiday,Yes,1112
4.0,-1.6,83.0,0.6,368.0,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,64
23.0,26.9,79.0,0.1,1541.0,22.9,,0.0,0.0,Summer,No Holiday,Yes,1298
0.0,-6.9,36.0,2.1,2000.0,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,112
20.0,3.7,58.0,1.3,474.0,,0.0,0.0,0.0,Winter,No Holiday,Yes,321
11.0,26.5,44.0,1.4,1958.0,13.2,2.62,0.0,0.0,Autumn,No Holiday,Yes,940
,4.9,28.0,3.1,1477.0,-12.1,0.77,,0.0,Winter,No Holiday,Yes,462
1.0,9.8,68.0,1.7,2000.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,653
10.0,14.1,66.0,0.6,827.0,7.8,0.58,0.0,0.0,Autumn,No Holiday,Yes,837
15.0,5.0,16.0,2.0,1970.0,-18.8,1.42,0.0,0.0,Winter,No Holiday,Yes,440
16.0,1.2,54.0,,793.0,-7.0,0.24,0.0,0.0,Winter,No Holiday,Yes,484
10.0,22.0,56.0,1.5,1989.0,12.8,1.91,0.0,0.0,Summer,No Holiday,Yes,1004
2.0,12.9,83.0,1.6,369.0,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,254
14.0,-11.1,26.0,3.8,1980.0,-26.8,1.25,,0.8,Winter,No Holiday,Yes,125
17.0,29.5,36.0,3.7,1786.0,12.8,1.94,0.0,0.0,Summer,No Holiday,Yes,2040
5.0,0.6,50.0,0.1,1026.0,-8.6,0.0,0.0,,Winter,No Holiday,Yes,72
12.0,2.2,17.0,1.0,1979.0,-20.4,1.75,0.0,0.0,Winter,No Holiday,Yes,263
16.0,18.5,,2.7,1515.0,-3.6,2.27,0.0,0.0,Spring,No Holiday,Yes,1346
0.0,4.9,79.0,0.5,391.0,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,496
6.0,-5.1,54.0,1.3,1346.0,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,123
21.0,11.6,54.0,1.5,693.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,798
22.0,18.6,62.0,0.6,2000.0,11.1,0.0,0.0,0.0,,No Holiday,Yes,1430
12.0,,,2.9,1945.0,-21.2,,0.0,0.0,Winter,,Yes,267
20.0,6.7,,1.0,2000.0,-5.6,0.0,,0.0,Spring,,Yes,774
15.0,12.4,58.0,4.1,404.0,4.3,2.26,0.0,0.0,Spring,No Holiday,Yes,1025
14.0,1.9,32.0,0.7,1368.0,-13.0,0.41,,0.0,Winter,No Holiday,Yes,331
2.0,6.6,59.0,0.4,2000.0,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,450
2.0,26.1,51.0,1.7,760.0,15.1,0.0,,0.0,Summer,No Holiday,Yes,524
11.0,31.5,54.0,2.5,1918.0,21.0,1.78,0.0,0.0,Summer,No Holiday,Yes,766
19.0,7.1,30.0,2.7,2000.0,-9.3,0.02,0.0,0.0,Spring,No Holiday,Yes,833
18.0,12.2,47.0,2.6,1427.0,1.2,0.01,0.0,0.0,Autumn,No Holiday,Yes,2200
22.0,2.7,40.0,1.0,1089.0,-9.5,,0.0,0.0,Winter,No Holiday,Yes,443
18.0,14.5,54.0,1.3,1343.0,5.2,0.01,0.0,0.0,Autumn,No Holiday,Yes,2357
14.0,28.0,46.0,3.6,1401.0,15.2,2.88,0.0,0.0,Summer,No Holiday,Yes,1445
0.0,20.7,57.0,1.8,2000.0,11.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,792
,26.5,69.0,0.8,2000.0,20.3,0.0,0.0,,Summer,No Holiday,Yes,355
20.0,32.3,48.0,1.4,2000.0,19.8,0.08,0.0,0.0,Summer,No Holiday,Yes,1697
19.0,0.6,41.0,1.2,1550.0,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,451
3.0,6.5,88.0,0.9,276.0,4.6,0.0,0.3,0.0,Spring,No Holiday,Yes,12
23.0,2.7,60.0,0.6,794.0,-4.3,0.0,0.0,0.0,,No Holiday,Yes,144
2.0,22.3,80.0,0.8,709.0,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,424
12.0,2.3,88.0,0.3,245.0,0.5,0.28,0.0,3.1,Winter,No Holiday,Yes,119
20.0,-3.4,51.0,1.1,1391.0,,0.0,0.0,0.0,Winter,No Holiday,Yes,322
0.0,20.1,52.0,1.5,2000.0,9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,910
2.0,22.3,37.0,1.8,2000.0,6.8,0.0,0.0,0.0,,No Holiday,Yes,818
8.0,19.0,67.0,1.1,1976.0,12.7,1.29,0.0,0.0,Summer,No Holiday,Yes,2495
22.0,15.2,35.0,1.2,1999.0,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1382
7.0,2.5,24.0,0.2,1306.0,-16.0,0.0,0.0,0.0,Autumn,,Yes,796
20.0,11.1,91.0,4.0,716.0,9.6,0.0,0.5,0.0,Spring,No Holiday,Yes,123
8.0,24.3,83.0,0.5,1986.0,21.2,0.53,0.0,0.0,Summer,,Yes,2135
11.0,22.8,66.0,,1270.0,16.1,2.76,0.0,0.0,Spring,No Holiday,Yes,975
1.0,16.7,89.0,2.4,1814.0,14.8,0.0,1.0,0.0,Autumn,No Holiday,No,0
7.0,8.8,33.0,1.2,2000.0,-6.6,0.11,0.0,0.0,Spring,No Holiday,Yes,999
3.0,-15.9,34.0,2.9,2000.0,-28.2,0.0,0.0,0.5,Winter,No Holiday,Yes,41
9.0,-11.1,46.0,3.4,1981.0,-20.4,0.1,0.0,0.0,Winter,No Holiday,Yes,340
5.0,4.1,74.0,0.9,2000.0,-0.1,0.0,0.0,0.0,Autumn,,Yes,141
8.0,22.3,64.0,1.7,2000.0,15.1,0.75,0.0,0.0,Autumn,No Holiday,Yes,812
10.0,10.0,70.0,1.0,187.0,4.7,1.57,0.0,0.0,Spring,No Holiday,Yes,415
21.0,5.7,61.0,2.3,2000.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,979
9.0,23.3,37.0,,1336.0,7.7,1.28,0.0,0.0,Summer,No Holiday,Yes,1243
22.0,16.2,71.0,2.0,1780.0,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,983
14.0,,43.0,1.4,2000.0,15.2,2.39,0.0,0.0,Autumn,No Holiday,Yes,1395
21.0,16.8,52.0,1.6,2000.0,6.8,,0.0,0.0,Autumn,Holiday,No,0
12.0,19.6,63.0,2.9,1034.0,12.3,0.68,0.0,0.0,Spring,No Holiday,Yes,913
2.0,11.1,74.0,1.9,2000.0,6.6,0.0,,0.0,Spring,No Holiday,Yes,526
0.0,11.7,77.0,1.3,588.0,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,537
8.0,,66.0,0.9,960.0,17.0,0.74,0.0,0.0,,No Holiday,Yes,2331
13.0,31.0,53.0,1.9,2000.0,20.2,0.79,0.0,,Summer,No Holiday,Yes,584
15.0,6.3,35.0,2.6,991.0,-8.0,1.2,0.0,0.0,Winter,No Holiday,Yes,392
2.0,22.2,88.0,1.0,295.0,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,859
10.0,32.4,54.0,0.9,1631.0,21.8,1.45,0.0,0.0,Summer,No Holiday,Yes,610
6.0,17.6,95.0,1.7,974.0,16.7,0.0,1.5,0.0,Autumn,No Holiday,Yes,23
5.0,6.7,50.0,1.6,1774.0,-3.0,,0.0,0.0,Spring,No Holiday,Yes,154
3.0,18.0,61.0,1.8,2000.0,10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,329
7.0,3.4,72.0,1.0,1989.0,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1004
21.0,29.3,75.0,3.6,1674.0,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1465
6.0,9.6,84.0,0.7,301.0,7.0,0.0,0.0,0.0,Spring,No Holiday,Yes,258
11.0,18.8,95.0,1.5,597.0,17.9,0.46,0.0,0.0,Autumn,No Holiday,Yes,111
8.0,14.1,98.0,1.3,834.0,13.7,0.26,0.0,0.0,Spring,No Holiday,Yes,397
13.0,28.7,46.0,2.6,1815.0,15.9,3.1,0.0,0.0,Summer,No Holiday,Yes,965
12.0,-5.6,44.0,4.5,,,1.1,0.0,0.5,Winter,No Holiday,Yes,217
11.0,35.4,44.0,1.2,1887.0,21.2,2.58,0.0,0.0,Summer,Holiday,Yes,586
11.0,-2.9,85.0,1.2,243.0,-5.0,0.06,0.0,4.8,Winter,No Holiday,Yes,44
21.0,9.1,76.0,3.5,1113.0,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes,633
3.0,-5.3,76.0,1.0,767.0,-8.8,0.0,0.3,0.5,Winter,No Holiday,Yes,32
6.0,9.6,87.0,2.0,2000.0,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,262
13.0,20.7,46.0,2.9,1078.0,8.6,3.26,0.0,0.0,Spring,No Holiday,No,0
2.0,6.3,89.0,2.2,1456.0,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,9
8.0,-3.0,43.0,1.1,2000.0,-13.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,1516
13.0,24.9,69.0,2.2,850.0,18.8,2.14,0.0,0.0,Summer,No Holiday,Yes,1234
,-3.8,35.0,2.3,2000.0,-17.0,0.0,0.0,0.0,Winter,No Holiday,,186
21.0,-14.7,40.0,3.2,1933.0,-25.3,0.0,0.0,0.7,Winter,No Holiday,Yes,132
,16.3,68.0,2.1,1859.0,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,355
5.0,26.4,62.0,0.6,2000.0,18.5,0.0,0.0,0.0,Summer,No Holiday,Yes,273
